User Input,Response,sentiment,entities,context
why not,you know i don't like crowds.,,,not
you know i dont like crowds,let's go to an early movie.,,,like
lets go to an early movie,"okay, that won't be very crowded.",,,go
okay that wont be very crowded,what would you like to see?,,,be
what would you like to see,"oh, i don't care. you're the one who wants to go out.",,,like
oh i dont care youre the one who wants to go out,"well, i want to see ""the pursuit of happyness.""",,,care
well i want to see the pursuit of happyness,what have you heard about it?,,,want
what have you heard about it,it's based on a true story about a divorced man and his young son.,,,heard
its based on a true story about a divorced man and his young son,"well, i hope it has a happy ending.",,,based
whats your favorite thing to do,i like to watch people.,,,s
i like to watch people,that's your favorite thing to do?,,,like
thats your favorite thing to do,"well, it's one of them.",,,s
well its one of them,where do you go to watch people?,,,one
where do you go to watch people,my girlfriend and i sit outside starbucks.,,,go
my girlfriend and i sit outside starbucks,that sounds like a good spot.,,,girlfriend
that sounds like a good spot,we watch people walk by with their dogs.,,,sounds
we watch people walk by with their dogs,i guess you see lots of different dogs.,,,watch
i guess you see lots of different dogs,we don't even know what kind most of them are.,,,guess
we dont even know what kind most of them are,"there are lots of different kinds, but they all have one thing in common.",,,know
there are lots of different kinds but they all have one thing in common,"yes, they love to sniff each other when they meet.",,,are
they call him father dollar bill,"yes, he was on the tv news today.",,,call
yes he was on the tv news today,every easter sunday he gives away money.,,,was
every easter sunday he gives away money,is it his money?,,,gives
is it his money,no. movie stars give him money to give to homeless people.,,,is
no movie stars give him money to give to homeless people,how much money does he give away?,,,give
how much money does he give away,"this year he gave away $15,000.",,,give
this year he gave away ,that's a lot of money.,,,gave
thats a lot of money,he gave $100 to people in wheelchairs.,,,s
he gave  to people in wheelchairs,what about the other homeless people?,,,gave
what about the other homeless people,they got $1 each.,,,about
they got  each,people stood in line just to get one dollar?!,,,got
old movies are the best,even though they're in black and white.,,,are
even though theyre in black and white,a good story is more important than color.,,,re
a good story is more important than color,actors didn't curse back then.,,,is
actors didnt curse back then,and there was no violence.,,,curse
and there was no violence,people today don't like that.,,,was
people today dont like that,"no, today people like lots of action.",,,like
no today people like lots of action,i like a good story.,,,people
i like a good story,i like to see actors who are like real people.,,,like
i like to see actors who are like real people,like real people with real problems.,,,like
like real people with real problems,they still make movies like that.,,,like
they still make movies like that,"yes, but they never make much money.",,,make
do you get pbs on tv,"yes, everybody gets the public broadcasting system.",,,get
yes everybody gets the public broadcasting system,it puts me to sleep.,,,gets
it puts me to sleep,tell me about it.,,,puts
tell me about it,a gardening show follows a knitting show.,,,tell
a gardening show follows a knitting show,a cooking show follows a sewing show.,,,follows
a cooking show follows a sewing show,a travel show follows another travel show.,,,follows
a travel show follows another travel show,i'll say! i've gone around the world a dozen times already!,,,follows
ill say ive gone around the world a dozen times already,now they're adding old tv shows to the old movies.,,,say
now theyre adding old tv shows to the old movies,i sure would like to see something interesting for a change.,,,adding
i sure would like to see something interesting for a change,"if more people donate money, pbs could offer new shows.",,,like
if more people donate money pbs could offer new shows,who wants to donate? public tv should be free.,,,offer
i love to watch judge judy,is that a tv show?,,,love
is that a tv show,yes. it's on every afternoon.,,,is
yes its on every afternoon,what's so good about it?,,,its
whats so good about it,they have interesting lawsuits.,,,s
they have interesting lawsuits,such as?,,,have
such as,"yesterday, a woman complained about a cell phone she bought on ebay.",,,as
yesterday a woman complained about a cell phone she bought on ebay,was something wrong with the phone?,,,complained
was something wrong with the phone,it works only in canada.,,,was
it works only in canada,did the seller know that?,,,works
did the seller know that,"yes, and he didn't tell the buyer.",,,know
yes and he didnt tell the buyer,i hope judge judy made the seller take the phone back.,,,tell
that woman is a very good singer,"yes, but she looks like a man.",,,is
yes but she looks like a man,what difference does it make?,,,looks
what difference does it make,female singers are supposed to be pretty.,,,make
female singers are supposed to be pretty,singers are supposed to sound good.,,,supposed
singers are supposed to sound good,"they should look good, too.",,,supposed
they should look good too,there are lots of ugly men singers.,,,look
there are lots of ugly men singers,men singers don't have to look good.,,,are
men singers dont have to look good,then neither do women singers.,,,have
then neither do women singers,"well, i would never buy her cd.",,,do
well i would never buy her cd,but you would buy her cd if she was pretty?,,,buy
but you would buy her cd if she was pretty,yes. i would buy all of her cds.,,,buy
all the tv stations are going to go digital,"yes, that will occur next month.",,,going
yes that will occur next month,most of them are already broadcasting in digital.,,,occur
most of them are already broadcasting in digital,the digital signal is very clear.,,,broadcasting
the digital signal is very clear,"oh, no, it isn't!",,,is
oh no it isnt,what do you mean?,,,is
what do you mean,i can't get a single channel.,,,mean
i cant get a single channel,do you have a digital tv?,,,get
do you have a digital tv,of course. but i don't have cable.,,,have
of course but i dont have cable,"you don't need to have cable, but you do need a good antenna.",,,course have
you dont need to have cable but you do need a good antenna,but i have rabbit ears.,,,need
but i have rabbit ears,rabbit ears aren't strong enough. buy a digital antenna.,,,have
ive got a date for you,"oh, really?",,,got
oh really,are you interested?,,,really
are you interested,maybe. what is she like?,,,are
maybe what is she like,she's got a great personality.,,,is
shes got a great personality,uh-oh. that means that she's fat and ugly.,,,got
uhoh that means that shes fat and ugly,she's cute.,,,means
shes cute,"okay, so she's not ugly; she's just fat.",,,s
okay so shes not ugly shes just fat,she weighs 98 pounds.,,,okay s s
she weighs  pounds,"okay, she's not fat. so what's the problem with her?",,,weighs
